Date;Ticker;Quantity;Price;Order Type;Limit Price;Open/Close;Realtime Price Bitpanda
2025-08-08;BTC-EUR;0.009866;103384.4746875;Limit;102370.90140625;Close;101357.328125
2025-08-08;ETH-EUR;0.27572;3699.408017578125;Limit;3663.1393115234378;Close;3626.87060546875
2025-08-08;DOGE-EUR;4866.114966;0.2096128034591675;Limit;0.2075577759742737;Close;0.20550274848937988
2025-08-08;SOL-EUR;6.385477;159.73746917724608;Limit;158.17141555786134;Close;156.60536193847656
2025-08-08;LINK-EUR;53.113567;19.20413303375244;Limit;19.015857219696045;Close;18.82758140563965
2025-08-08;XRP-EUR;356.95305;2.857518653869629;Limit;2.8295037651062014;Close;2.8014888763427734
2025-08-05;BTC-EUR;0.009866;100343.75484375;Limit;99330.1815625;Open;101357.328125
2025-08-05;ETH-EUR;0.27572;3590.6018994140622;Limit;3554.333193359375;Open;3626.87060546875
2025-08-05;DOGE-EUR;4866.114966;0.20344772100448608;Limit;0.20139269351959227;Open;0.20550274848937988
2025-08-05;SOL-EUR;6.385477;155.0393083190918;Limit;153.47325469970704;Open;156.60536193847656
2025-08-05;LINK-EUR;53.113567;18.639305591583252;Limit;18.451029777526855;Open;18.82758140563965
2025-08-05;XRP-EUR;356.95305;2.7734739875793455;Limit;2.745459098815918;Open;2.8014888763427734
